config_name,best_epoch,total_epochs,best_train_accuracy,best_val_accuracy,final_val_loss,training_time_minutes,frozen_layers,trainable_layers
freeze_conv3,10,10,0.987375020980835,0.9959375262260437,0.013219237327575684,12.4253574,140,287
freeze_conv1,9,10,0.9785000085830688,0.9946874976158142,0.01422365102916956,18.27130225,6,421
freeze_none,9,10,0.9802104234695435,0.9940624833106995,0.01352019514888525,18.966152150000003,0,427
freeze_conv2,10,10,0.9829659461975098,0.9925000071525574,0.02128439024090767,14.624167316666666,52,375
freeze_conv4,7,10,0.8953750133514404,0.9781249761581421,0.05840207263827324,10.614861883333333,312,115
freeze_all,7,10,0.6491733193397522,0.8615624904632568,0.49730169773101807,12.996825733333333,462,-35
